pl_name,radius,mass,orbital_period,eccentricity,star_name,star_mass,star_radius,star_teff,star_distance,ra,dec,discovered,detection_type,eq_temperature,star_spectype
11 com b,,4914.89848585,323.21,0.238,11 Com,2.09,13.76,4874.0,93.1846,185.1787793,17.7932516,2007.0,Radial Velocity,,G8 III
16 cyg b b,,565.7374,798.5,0.68,16 Cyg B,1.08,1.13,5750.0,21.1397,295.4656422,50.5168243,1996.0,Radial Velocity,,G
24 boo b,,280.64248338,30.33,0.032,24 Boo,1.05,12.19,4816.0,95.9863,217.1555242,49.8446488,2018.0,Radial Velocity,,G3 IV
47 uma b,,778.6835,1076.6,0.012,47 UMa,1.063,,5882.0,13.7967,164.8647611,40.4304931,1996.0,Radial Velocity,,G0 V
47 uma c,,157.96071828,2287.0,0.179,47 UMa,1.005192,1.136537,5829.16,13.7967,164.8647611,40.4304931,2001.0,Radial Velocity,,G
47 uma d,,521.22,14002.0,0.16,47 UMa,1.06,1.21334,5872.0,13.7967,164.8647611,40.4304931,2009.0,Radial Velocity,,G
55 cnc c,,54.3486576,44.3827,0.048,55 Cnc,0.974708,0.964411,5317.89,12.5855,133.1468373,28.3298154,2004.0,Radial Velocity,,G
61 vir b,,5.8,4.215011,0.036,61 Vir,,,5552.0,8.50332,199.596455,-18.3157745,2009.0,Radial Velocity,,G
61 vir c,,16.11390023,38.0957,0.068,61 Vir,0.914072,1.03251,5585.57,8.50332,199.596455,-18.3157745,2009.0,Radial Velocity,,G
61 vir d,,10.92,123.15,0.105,61 Vir,,,5552.0,8.50332,199.596455,-18.3157745,2009.0,Radial Velocity,,G
70 vir b,,2297.89938261,116.69335,0.3989,70 Vir,1.06055,1.921943,5481.86,17.9011,202.1064898,13.7763085,1996.0,Radial Velocity,,G
75 cet b,,953.49,691.9,0.117,75 Cet,2.49,10.5,4846.0,82.9613,38.0391598,-1.0350269,2012.0,Radial Velocity,,G3 III
75 cet c,,289.85950718,2051.62,0.023,75 Cet,1.92,10.38,4809.0,82.9613,38.0391598,-1.0350269,2023.0,Radial Velocity,,G3 III
bd+20 594 b,2.57807,22.2481,41.6855,0.0,BD+20 594,1.67,1.08,5766.0,179.461,53.6511231,20.5990205,2016.0,Transit,,G
bd-10 3166 b,,142.70495474,3.487905,0.022,BD-10 3166,0.999531,0.969745,5382.64,84.4069,164.6191243,-10.7704227,2000.0,Radial Velocity,,G
bebop-4 ab b,,8358.8871041,1823.5,0.428,BEBOP-4 A,1.507,,,234.294,192.5772651,26.1595358,2025.0,Radial Velocity,,G3 V
corot-12 b,16.14096,290.81445,2.828042,0.05,CoRoT-12,1.078,1.116,5675.0,1126.37,100.7656871,-1.2964437,2010.0,Transit,,G
corot-13 b,14.033668,416.99296,4.03519,,CoRoT-13,1.086,1.274,5945.0,1148.93,102.7211432,-5.0864557,2010.0,Transit,1432.0,G
corot-16 b,13.11,170.032,5.35227,0.33,CoRoT-16,1.098,1.19,5650.0,732.409,278.5246658,-6.0026026,2011.0,Transit,,G5 V
corot-17 b,11.43,772.29,3.7681,0.0,CoRoT-17,1.04,1.59,5740.0,1176.12,278.699236,-6.612288,2011.0,Transit,1626.0,G2 V
corot-18 b,14.68,1102.82,1.9000693,0.08,CoRoT-18,0.95,1.0,5440.0,764.889,98.1724172,-0.0316045,2011.0,Transit,1550.0,G9 V
corot-2 b,16.36514,1134.6531,1.7429935,,CoRoT-2,0.997,0.901,5598.0,213.283,291.7770457,1.3836634,2008.0,Transit,1521.0,G
corot-20 b,13.00244,1608.2198,9.24285,,CoRoT-20,1.11,1.34,5880.0,844.061,97.7204249,0.2268931,2011.0,Transit,1100.0,G
corot-22 b,4.88,12.2,9.75598,0.077,CoRoT-22,1.099,1.136,5939.0,627.158,280.6671392,6.2191669,2014.0,Transit,885.0,G3 V
corot-23 b,11.76945,982.0947,3.6313,0.16,CoRoT-23,1.14,1.61,5900.0,1060.97,279.7826586,4.3577516,2011.0,Transit,,G
corot-26 b,14.12,165.26,4.20474,0.0,CoRoT-26,1.09,1.79,5590.0,1045.18,279.7504991,6.9697828,2013.0,Transit,1600.0,G5
corot-27 b,11.287,3302.11,3.57532,0.065,CoRoT-27,1.05,1.08,5900.0,1010.28,278.4958319,5.5383811,2014.0,Transit,1500.0,G2
corot-30 b,11.309881,921.707,9.06005,0.007,CoRoT-30,0.98,0.91,5650.0,1032.23,277.6011767,6.8359338,2020.0,Transit,,G3 V
corot-31 b,16.36514,266.9772,4.62941,0.02,CoRoT-31,1.25,2.15,5700.0,2005.76,94.820735,-4.4222978,2020.0,Transit,,G2 IV
corot-32 b,6.38913,47.6745,6.71837,,CoRoT-32,1.08,0.79,5970.0,576.683,100.1951714,9.2573953,2018.0,Transit,938.0,G0 VI
corot-7 c,,13.289,3.697,,CoRoT-7,0.915,,5250.0,159.906,100.9561682,-1.0630076,2009.0,Radial Velocity,,G9 V
corot-7 d,,17.142,8.966,,CoRoT-7,0.915,,5250.0,159.906,100.9561682,-1.0630076,2022.0,Radial Velocity,,G9 V
corot-9 b,11.948794,268.88418,95.272656,0.134,CoRoT-9,0.96,0.96,5625.0,412.98,280.7866461,6.2040783,2009.0,Transit,,G
dmpp-7 b,,61.39,4.984,0.1,DMPP-7,1.09,,,101.386,203.5284651,0.4988127,2026.0,Radial Velocity,,G1 V
ds tuc a b,5.63,413.179,8.1387,,DS Tuc A,0.959,0.872,5542.0,44.0622,354.9154673,-69.196043,2019.0,Transit,,G6 V
epic 201427007 b,1.5,,0.72091,,EPIC 201427007,,0.94,5633.0,706.391,184.6021322,-0.5512886,2021.0,Transit,,G
epic 201595106 b,1.2,,0.87703,,EPIC 201595106,1.018,0.990833,5711.17,232.1,183.7203635,1.9681688,2021.0,Transit,1874.0,G
epic 206024342 c,1.35,,0.9116567,,EPIC 206024342,,0.94,5648.0,369.888,331.2771441,-14.1218019,2021.0,Transit,,G
epic 211945201 b,,,19.4921498,,EPIC 211945201,1.18,1.38,6025.0,181.69,136.5741931,19.4020565,2018.0,Transit,,G0
epic 212624936 b,1.2,,0.578657,,EPIC 212624936,,0.93,5765.0,561.929,210.6376171,-10.0236852,2021.0,Transit,,G
epic 220492298 b,0.99,,0.762406,,EPIC 220492298,,0.89,5620.0,624.512,16.7615005,6.588798,2021.0,Transit,,G
epic 220674823 b,1.87,8.03,0.571282,,EPIC 220674823,0.91,0.995,5496.0,244.59,13.0800239,10.7947051,2016.0,Transit,2115.0,G
epic 220674823 c,2.712,7.9,13.340603,0.18,EPIC 220674823,0.913,0.99,5578.0,244.59,13.0800239,10.7947051,2016.0,Transit,838.0,G5 V
epic 229004835 b,2.332,10.4,16.141132,0.23,EPIC 229004835,0.97,0.999,5868.0,121.971,186.4860415,-1.4047214,2023.0,Transit,804.0,G
epic 249893012 b,1.95,8.75,3.5951,0.06,EPIC 249893012,1.05,1.71,5430.0,321.296,228.2482353,-16.7246474,2020.0,Transit,1616.0,G8 IV/V
epic 249893012 c,3.67,14.67,15.624,0.07,EPIC 249893012,1.05,1.71,5430.0,321.296,228.2482353,-16.7246474,2020.0,Transit,990.0,G8 IV/V
epic 249893012 d,3.94,10.18,35.747,0.15,EPIC 249893012,1.05,1.71,5430.0,321.296,228.2482353,-16.7246474,2020.0,Transit,752.0,G8 IV/V
gj 3021 b,,1071.04,133.71,0.511,GJ 3021,0.9,0.9,5540.0,17.5559,4.0634323,-79.8514218,2000.0,Radial Velocity,350.0,G6 V
gj 504 b,,1271.3,,,GJ 504,1.22,,6234.0,17.5299,199.192348,9.4249781,2013.0,Imaging,510.0,G0 V
gaia-1 b,13.77583728,533.95172376,3.052524,,Gaia-1,0.949,0.952,5470.0,363.66,90.6436658,-0.5771099,2022.0,Transit,,G
gaia-2 b,14.81827249,259.66580852,3.6915224,,Gaia-2,1.0,1.064,5720.0,209.229,110.7353308,67.2526565,2022.0,Transit,,G
hat-p-1 b,,,4.46529974,,HAT-P-1,,,6000.0,158.979,344.4453632,38.674919,2006.0,Transit,,G
hat-p-13 b,16.77836104,,2.91640044952,,HAT-P-13,,1.82744,5720.0,246.81,129.8823772,47.3519076,2009.0,Transit,1701.0,G
hat-p-13 c,,4830.8,428.5,0.691,HAT-P-13,1.22,1.56,5653.0,246.81,129.8823772,47.3519076,2009.0,Radial Velocity,340.0,G4
hat-p-15 b,9.57313647,,10.86149106925,,HAT-P-15,,0.895095,5663.55,192.516,66.248142,39.460602,2010.0,Transit,762.19,G
hat-p-17 b,,,,,HAT-P-17,0.92,0.838682,5336.96,92.3831,324.5359781,30.4881882,2010.0,Transit,,G
hat-p-21 b,12.44199,1547.8321,4.12448,0.23,HAT-P-21,1.24,1.21,5588.0,277.278,171.2749348,41.0280207,2010.0,Transit,,G
hat-p-22 b,12.10572,690.32676,3.21222,0.002,HAT-P-22,0.916,1.04,5302.0,81.7647,155.6814593,50.1287115,2010.0,Transit,,G
hat-p-25 b,13.339,180.202,3.652836,0.032,HAT-P-25,1.01,0.959,5500.0,300.384,48.4354731,25.1973548,2010.0,Transit,1202.0,G5
hat-p-27 b,,,3.0395803,,HAT-P-27,0.916,0.864673,5316.0,199.173,222.7673221,5.9473626,2011.0,Transit,,G
hat-p-28 b,,,3.2572129,,HAT-P-28,1.025,1.103,5680.0,401.319,13.0009159,34.728402,2011.0,Transit,,G3
hat-p-36 b,,,1.327346813,0.063,HAT-P-36,1.022,1.096,5560.0,294.419,188.2662048,44.9153672,2011.0,Transit,,G
hat-p-4 b,,,3.0565233,,HAT-P-4,1.248,1.596,5860.0,320.451,229.99122,36.229545,2007.0,Transit,,G
hat-p-42 b,,,4.6418381,,HAT-P-42,1.059,1.41374,5859.0,405.238,135.3443583,6.0970828,2012.0,Transit,,G
hat-p-43 b,,,3.33268054,,HAT-P-43,1.048,1.103,5645.0,528.825,128.9256885,10.2065866,2012.0,Transit,,G
hat-p-5 b,,,2.7884735,,HAT-P-5,,,5960.0,303.336,274.4055335,36.6214617,2007.0,Transit,,G
hat-p-51 b,13.50682174,97.57332095,4.21802091,,HAT-P-51,0.961,0.995,5453.0,440.089,21.0651251,32.8107,2015.0,Transit,1168.2,G
hat-p-53 b,14.773462,469.43491,1.9616241,0.085,HAT-P-53,1.093,1.209,5956.0,666.802,21.8711012,38.9681137,2015.0,Transit,,G
hat-p-55 b,,,3.5852329,,HAT-P-55,1.013,1.011,5808.0,511.388,264.2735096,25.7311468,2015.0,Transit,,G
hat-p-58 b,14.95447888,,4.01357004878,,HAT-P-58,,1.53012,5679.0,515.59,68.8465093,56.8682691,2021.0,Transit,1391.58,G
hat-p-59 b,12.58768533,489.45574678,4.1419771,0.03,HAT-P-59,1.008,1.1038,5678.0,265.471,292.4588212,62.5291892,2021.0,Transit,1277.8,G
hat-p-61 b,11.37324393,,1.90250318292,,HAT-P-61,,1.02592,5464.2,338.84,75.4801665,50.1311784,2021.0,Transit,1419.31,G
hat-p-62 b,12.78036574,,2.64521208547,,HAT-P-62,,1.2406,5596.0,348.815,74.5043816,48.3008551,2021.0,Transit,1423.54,G
hat-p-65 b,,,2.6054485,,HAT-P-65,1.212,1.86,5835.0,738.519,315.9054895,11.9893675,2016.0,Transit,,G2
hat-p-66 b,17.82231,248.86089,2.972086,0.09,HAT-P-66,1.255,1.881,6002.0,935.456,150.5726262,53.9508237,2016.0,Transit,1896.0,G0
hats-1 b,,,3.4464563,0.12,HATS-1,0.986,1.038,5870.0,283.971,175.5252399,-23.3548451,2012.0,Transit,,G
hats-10 b,,,3.3128281,,HATS-10,1.101,1.105,5880.0,534.889,294.3068385,-22.2044872,2015.0,Transit,,G
hats-11 b,16.92559,270.1555,3.6191613,0.34,HATS-11,1.0,1.444,6060.0,944.603,289.4007603,-22.3900092,2016.0,Transit,1637.0,G0
hats-12 b,,,3.14324025965,,HATS-12,,,5780.0,746.138,289.202402,-19.3559227,2016.0,Transit,1244.27,G
hats-13 b,12.38038042,,3.04404945557,,HATS-13,,0.809868,5523.0,421.855,316.9614798,-26.0967205,2015.0,Transit,1075.32,G
hats-14 b,11.65736,340.0781,2.766764,,HATS-14,0.97,0.93,5408.0,513.011,313.2154754,-25.6873756,2015.0,Transit,,G
hats-16 b,,,2.6865009,,HATS-16,0.97,1.238,5738.0,757.044,358.5588439,-30.0130385,2016.0,Transit,,G3 V
hats-17 b,9.68176,,16.2546802,,HATS-17,,1.32,5846.0,400.331,192.1895676,-47.6136789,2016.0,Transit,787.0,G
hats-18 b,15.97111803,,0.83784527504,,HATS-18,,1.01656,5600.0,624.368,173.9574203,-29.1560639,2016.0,Transit,1909.02,G
hats-23 b,12.54919351,,2.16051554439,,HATS-23,,1.2,5780.0,639.004,286.36675,-50.0673496,2017.0,Transit,1432.37,G
hats-28 b,13.383546,213.58176,3.1810781,0.202,HATS-28,0.929,0.922,5498.0,535.383,284.3997616,-49.1385126,2016.0,Transit,1253.0,G
hats-29 b,,,4.6058754,,HATS-29,1.032,1.073,5670.0,353.891,285.0965172,-54.8933408,2016.0,Transit,,G
hats-30 b,,,3.17435131,,HATS-30,1.093,1.061,5943.0,342.14,5.618525,-59.9425892,2016.0,Transit,,G
hats-32 b,14.000041,292.4036,2.8126548,0.471,HATS-32,1.099,1.097,5700.0,745.116,346.0750861,-21.2720168,2016.0,Transit,1437.0,G
hats-33 b,,,2.54956317,,HATS-33,1.062,1.022,5659.0,248.46,294.6336944,-55.3302692,2016.0,Transit,,G
hats-34 b,13.08687204,,2.10615687963,,HATS-34,,0.940697,5380.0,508.842,0.7744866,-62.4693167,2016.0,Transit,1308.04,G
hats-37 a b,6.792654,31.46517,4.3315366,0.0,HATS-37 A,0.843,0.877,5326.0,211.896,199.80183,-22.9868431,2020.0,Transit,1085.0,G
hats-38 b,6.46377652,,4.37446138037,,HATS-38,,1.11563,5677.0,343.525,154.2710615,-25.2762982,2020.0,Transit,1154.21,G
hats-4 b,11.433,420.471,2.516729,0.013,HATS-4,1.001,0.925,5403.0,416.459,94.1120914,-22.5468824,2014.0,Transit,1315.0,G
hats-46 b,10.121727,54.98459,4.7423729,0.559,HATS-46,0.917,0.853,5495.0,453.808,6.7026401,-56.3161021,2018.0,Transit,1054.0,G
hats-5 b,,,4.7633877,,HATS-5,0.936,0.871,5304.0,246.384,67.2228465,-21.4820568,2014.0,Transit,,G
hats-50 b,12.66617,123.9537,3.8297015,0.516,HATS-50,1.168,1.117,5990.0,756.742,300.4280761,-26.077564,2017.0,Transit,,G
hats-51 b,,,3.34886782,,HATS-51,1.187,1.44,5758.0,389.57,102.8474248,-29.0586551,2017.0,Transit,,G
hats-53 b,14.7144,,3.8537616,,HATS-53,,1.06,5697.0,585.77,176.628323,-33.8600764,2017.0,Transit,1298.0,G
hats-54 b,11.960003,241.5508,2.5441828,0.126,HATS-54,1.097,1.317,5702.0,748.585,200.6348641,-44.6888393,2019.0,Transit,1625.0,G
hats-57 b,12.767051,1000.21101,2.350621,0.028,HATS-57,1.026,0.96,5587.0,279.485,60.9482779,-19.0568182,2019.0,Transit,1413.4,G
hats-59 b,12.621334,256.17098,5.416081,0.129,HATS-59,1.038,1.036,5670.0,642.884,170.324325,-22.388177,2018.0,Transit,1128.0,G
hats-59 c,,4036.441,1422.0,0.083,HATS-59,1.038,1.036,5670.0,642.884,170.324325,-22.388177,2018.0,Radial Velocity,175.9,G
hats-60 b,,,3.560832,,HATS-60,1.097,1.46,5688.0,486.474,341.3640336,-14.9917747,2018.0,Transit,,G
hats-62 b,11.81430948,,3.27711178761,,HATS-62,,0.944511,5451.0,523.067,312.4493079,-24.303506,2018.0,Transit,1134.31,G
hats-8 b,9.785457,46.08535,3.583893,0.25,HATS-8,1.056,1.086,5679.0,794.637,294.9416887,-25.7483655,2015.0,Transit,,G
hats-9 b,11.937585,266.02371,1.9153073,0.129,HATS-9,1.03,1.503,5366.0,638.7,290.8101704,-20.1663771,2015.0,Transit,1823.0,G
hd 100655 b,,540.3,157.57,0.085,HD 100655,2.4,9.3,4861.0,137.178,173.7653631,20.441541,2011.0,Radial Velocity,,G9 III
hd 100777 b,,390.92894061,383.0,0.38,HD 100777,1.08,,,49.5336,173.9646303,-4.7555425,2007.0,Radial Velocity,,G8 V
hd 10180 c,,13.1,5.75979,0.045,HD 10180,1.06,,5911.0,38.9607,24.4731133,-60.5114881,2010.0,Radial Velocity,,G1 V
hd 10180 d,,12.013974,16.357,0.131,HD 10180,1.06,1.109,5911.0,38.9607,24.4731133,-60.5114881,2010.0,Radial Velocity,,G
hd 10180 e,,25.585315,49.748,0.051,HD 10180,1.06,1.109,5911.0,38.9607,24.4731133,-60.5114881,2010.0,Radial Velocity,,G
hd 10180 f,,22.947326,122.744,0.119,HD 10180,1.06,1.109,5911.0,38.9607,24.4731133,-60.5114881,2010.0,Radial Velocity,,G
hd 10180 h,,64.4,2222.0,0.08,HD 10180,1.06,,5911.0,38.9607,24.4731133,-60.5114881,2010.0,Radial Velocity,,G1 V
hd 102117 b,,54.0311,20.8133,0.12,HD 102117,1.06,1.23,5655.0,39.5792,176.2097267,-58.7040134,2005.0,Radial Velocity,,G
hd 102195 b,,130.3103,4.11377,0.0,HD 102195,0.76,0.82,5301.0,29.3386,176.4254063,2.8209912,2006.0,Radial Velocity,,G
hd 102888 b,,1808.44363583,252.06,0.11,HD 102888,2.42,8.6,4990.0,126.484,177.6545263,-27.2779074,2025.0,Radial Velocity,,G8 III
hd 104985 b,,1766.80811451,199.68,0.047,HD 104985,1.22,11.12,4738.0,100.576,181.3157854,76.9053359,2003.0,Radial Velocity,,G9 III
hd 105779 b,,203.41018048,2412.0,0.0,HD 105779,0.89,0.94,5792.0,55.2411,182.6612053,-16.9564908,2022.0,Radial Velocity,,G2
hd 106252 b,,2199.29,1531.0,0.482,HD 106252,1.007,,5870.0,38.185,183.3730583,10.0404302,2002.0,Radial Velocity,,G0
hd 106515 a b,,3054.22,3630.0,0.572,HD 106515 A,0.97,1.62,5362.0,34.0915,183.7762699,-7.2575413,2012.0,Radial Velocity,,G5
hd 10697 b,,2028.70889,1075.69,0.1043,HD 10697,1.13,1.79,5600.0,33.1205,26.2324076,20.0826974,1999.0,Radial Velocity,,G
hd 107148 b,,66.741,48.056,0.05,HD 107148,1.12,,5797.0,49.4156,184.8059773,-3.3199927,2005.0,Radial Velocity,,G
hd 107148 c,,19.89605828,18.3267,0.34,HD 107148,1.105215,1.169193,5752.92,49.4156,184.8059773,-3.3199927,2021.0,Radial Velocity,,G
hd 108236 b,1.586,,3.79523,0.2,HD 108236,0.97,0.888,5730.0,64.5978,186.5740627,-51.3630519,2020.0,Transit,1099.0,G3 V
hd 108236 c,2.068,,6.2037,0.18,HD 108236,0.97,0.888,5730.0,64.5978,186.5740627,-51.3630519,2020.0,Transit,932.0,G3 V
hd 108236 e,,,19.590186,0.2,HD 108236,0.97,0.888,5730.0,64.5978,186.5740627,-51.3630519,2020.0,Transit,,G3 V
hd 108236 f,2.017,,29.54115,0.051,HD 108236,0.869,0.877,5660.0,64.5978,186.5740627,-51.3630519,2021.0,Transit,,G
hd 108874 b,,432.23,395.4,0.07,HD 108874,0.99,,,59.5175,187.6126029,22.8794399,2002.0,Radial Velocity,,G5 V
hd 108874 c,,362.00655557,1743.2,0.265,HD 108874,0.995578,1.091098,5569.95,59.5175,187.6126029,22.8794399,2005.0,Radial Velocity,,G
hd 109246 b,,273.3338,68.27,0.12,HD 109246,1.2,1.07,5844.0,67.8349,188.027184,74.4893379,2010.0,Radial Velocity,,G
hd 109271 b,,17.162,7.8543,0.25,HD 109271,1.047,,5783.0,55.8716,188.397397,-11.6215204,2013.0,Radial Velocity,,G5 V
hd 109271 c,,24.154,30.93,0.15,HD 109271,1.047,,5783.0,55.8716,188.397397,-11.6215204,2013.0,Radial Velocity,,G5 V
hd 109286 b,,950.30693693,520.1,0.338,HD 109286,0.98,1.089,5694.0,55.4156,188.3958418,7.2809064,2021.0,Radial Velocity,259.4,G4 V
hd 109749 b,,85.8141,5.239891,0.0,HD 109749,1.13,1.22,5824.0,63.0821,189.3173489,-40.8121458,2005.0,Radial Velocity,,G3 V
hd 109833 b,2.16591,,9.188506,,HD 109833,,0.98,5876.0,79.5561,189.7758591,-74.5740205,2022.0,Transit,786.0,G
hd 109833 c,2.61368482,,13.90283906518,,HD 109833,,0.983215,5876.0,79.5561,189.7758591,-74.5740205,2022.0,Transit,756.7,G
hd 110113 b,2.05,4.55,2.541,0.093,HD 110113,0.997,0.968,5732.0,106.307,190.0365636,-44.3120777,2021.0,Transit,1371.0,G
hd 110113 c,,10.5,6.744,0.045,HD 110113,0.997,0.968,5732.0,106.307,190.0365636,-44.3120777,2021.0,Radial Velocity,990.0,G
hd 111232 b,,2374.17820029,1168.69,0.2083,HD 111232,0.83,,5494.0,28.9571,192.2159553,-68.4246679,2003.0,Radial Velocity,,G8 V
hd 114729 b,,301.93,1114.0,0.167,HD 114729,1.0,,5821.0,37.8063,198.1833997,-31.8746756,2002.0,Radial Velocity,,G
hd 11506 c,,114.41,223.6,0.24,HD 11506,1.24,1.33,6055.0,51.261,28.2106607,-19.507396,2008.0,Radial Velocity,,G0 V
hd 115954 b,,2685.65003915,3230.0,0.457,HD 115954,1.18,,5957.0,87.6437,199.9853694,38.3691383,2021.0,Radial Velocity,,G5 V
hd 117207 b,,612.14058,2621.75,0.157,HD 117207,1.053,1.074,5732.0,32.3547,202.3368806,-35.5713041,2004.0,Radial Velocity,,G
hd 11755 b,,2065.895,433.7,0.19,HD 11755,0.9,27.3,4312.5,235.045,29.707836,73.1521372,2015.0,Radial Velocity,,G5
hd 117618 b,,60.3877,25.827,0.42,HD 117618,1.17,1.2,5977.0,37.7781,203.1066418,-47.2719049,2004.0,Radial Velocity,,G
hd 118203 b,13.1383,,6.1349783,,HD 118203,,2.05,5828.7,92.2589,203.509956,53.7281876,2005.0,Radial Velocity,1509.0,G
hd 11964 b,,193.9,2110.0,0.06,HD 11964,1.12,,5349.0,33.5369,29.2884252,-10.2434693,2005.0,Radial Velocity,,G
hd 11964 c,,24.34565598,37.9196,0.106,HD 11964,1.151343,2.0475,5345.6,33.5369,29.2884252,-10.2434693,2008.0,Radial Velocity,,G
hd 124330 b,,238.37130525,270.66,0.34,HD 124330,1.15,,5873.0,60.1977,212.8207093,54.4089731,2021.0,Radial Velocity,,G4 IV
hd 125390 b,,7043.1128,1756.2,0.591,HD 125390,1.36,6.47,4850.0,153.647,214.5387463,38.9669132,2019.0,Radial Velocity,,G7 V
hd 125612 b,,1112.405,510.0,0.38,HD 125612,1.1,1.05,5897.0,57.6207,215.2227183,-17.4818147,2007.0,Radial Velocity,,G3 V
hd 125612 c,,17.48065,4.15514,0.049,HD 125612,1.11,1.05,5841.0,57.6207,215.2227183,-17.4818147,2009.0,Radial Velocity,,G3 V
hd 126525 b,,75.32571,960.41,0.035,HD 126525,0.897,0.979,5638.0,37.6506,216.8852514,-51.9329118,2018.0,Radial Velocity,,G
hd 12661 b,,731.0,262.709,0.3768,HD 12661,1.0,1.21377,5655.0,37.8478,31.1423525,25.4135632,2000.0,Radial Velocity,,G
hd 12661 c,,610.0,1708.0,0.031,HD 12661,1.0,1.21377,5655.0,37.8478,31.1423525,25.4135632,2002.0,Radial Velocity,,G
hd 126614 b,,130.3103,1244.0,0.41,HD 126614,1.26,1.32,5568.0,73.0961,216.7005171,-5.1784093,2009.0,Radial Velocity,,G
hd 129445 b,,508.507,1840.0,0.7,HD 129445,0.99,,,67.4386,221.5104196,-68.7629901,2009.0,Radial Velocity,,G6 V
hd 130322 b,,365.18483964,10.70867,0.015,HD 130322,0.932783,0.872418,5400.49,31.8766,221.8857975,-0.2820782,1999.0,Radial Velocity,,G
hd 13167 b,,1052.0173,2613.0,0.563,HD 13167,1.35,2.39,5671.0,148.934,32.057635,-24.695575,2018.0,Radial Velocity,,G
hd 132406 b,,1970.5361234,964.0,0.303,HD 132406,1.09,,5766.0,70.7832,224.2276121,53.3809615,2007.0,Radial Velocity,,G0 V
hd 133131 a b,,451.3186,649.0,0.33,HD 133131 A,0.95,,5799.0,51.4736,225.8984524,-27.8431369,2016.0,Radial Velocity,,G2 V
hd 133131 a c,,133.4886,3568.0,0.49,HD 133131 A,0.95,,5799.0,51.4736,225.8984524,-27.8431369,2016.0,Radial Velocity,,G2 V
hd 133131 b b,,794.575,5769.0,0.61,HD 133131 B,0.93,,5805.0,51.2993,225.8999745,-27.8415947,2016.0,Radial Velocity,,G2 V
hd 134060 b,,10.1,3.2696,0.45,HD 134060,1.095,,5966.0,24.0125,227.6847587,-61.4223747,2019.0,Radial Velocity,,G3 IV
hd 134060 c,,29.29,1291.5646,0.11,HD 134060,1.095,,5966.0,24.0125,227.6847587,-61.4223747,2019.0,Radial Velocity,,G3 IV
hd 134606 b,,9.09,12.089,0.092,HD 134606,1.046,1.158,5576.0,26.7909,228.8103897,-70.5203328,2024.0,Radial Velocity,,G
hd 134606 c,,11.31,58.883,0.055,HD 134606,1.046,1.158,5576.0,26.7909,228.8103897,-70.5203328,2024.0,Radial Velocity,,G
hd 134606 d,,44.8,966.5,0.092,HD 134606,1.046,1.158,5576.0,26.7909,228.8103897,-70.5203328,2024.0,Radial Velocity,,G
hd 134606 e,,2.34,4.3203,0.2,HD 134606,1.046,1.158,5576.0,26.7909,228.8103897,-70.5203328,2024.0,Radial Velocity,,G
hd 134606 f,,5.63,26.915,0.081,HD 134606,1.046,1.158,5576.0,26.7909,228.8103897,-70.5203328,2024.0,Radial Velocity,,G
hd 134987 b,,516.15333297,258.251,0.2281,HD 134987,1.092644,1.292303,5700.78,26.1804,228.3675397,-25.3096721,1999.0,Radial Velocity,,G
hd 134987 c,,297.16956055,5960.0,0.154,HD 134987,1.092644,1.292303,5700.78,26.1804,228.3675397,-25.3096721,2009.0,Radial Velocity,,G
hd 135625 b,,731.0053361,4055.0,0.16,HD 135625,1.28,,,56.518,229.4511514,-45.9225871,2023.0,Radial Velocity,,G3 IV/V
hd 135694 b,2.857,,15.923475568,,HD 135694,1.02,1.08,5712.0,73.8713,227.8678636,71.8412965,2023.0,Transit,,G
hd 136352 b,,4.81,11.5824,0.14,HD 136352,0.81,,5664.0,14.682,230.4401147,-48.3188174,2019.0,Radial Velocity,,G4 V
hd 136352 c,2.608,11.29,27.5909,0.037,HD 136352,0.906,1.012,5850.0,14.682,230.4401147,-48.3188174,2019.0,Radial Velocity,682.0,G
hd 136352 d,,10.5,107.63,0.075,HD 136352,0.906,1.012,5850.0,14.682,230.4401147,-48.3188174,2019.0,Radial Velocity,433.3,G
hd 136925 b,,266.97586188,4540.0,0.103,HD 136925,0.875104,1.193078,5773.19,47.874,230.7157509,13.3663117,2021.0,Radial Velocity,,G
hd 137496 b,1.31,4.04,1.62116,0.0,HD 137496,1.04,1.59,5799.0,155.317,231.7420543,-16.5090014,2021.0,Transit,2130.0,G
hd 137496 c,,2434.56559762,479.9,0.477,HD 137496,1.04,1.59,5799.0,155.317,231.7420543,-16.5090014,2021.0,Radial Velocity,370.0,G
hd 13931 b,,607.37008578,4449.0,0.02,HD 13931,1.015973,1.301756,5805.45,47.3963,34.1979991,43.7722065,2009.0,Radial Velocity,,G
hd 1397 b,12.215808,,11.535076,,HD 1397,,2.48771,5479.3,79.5702,4.4471631,-66.3589285,2018.0,Transit,,G
hd 141004 b,,12.9,15.5093,0.139,HD 141004,,,5898.0,11.8148,236.6099205,7.3527684,2021.0,Radial Velocity,,G
hd 141399 b,,143.65843996,94.375,0.053,HD 141399,1.091086,1.387236,5594.76,37.0169,236.7235392,46.986288,2014.0,Radial Velocity,,G
hd 141399 d,,401.41727804,1074.8,0.044,HD 141399,1.091086,1.387236,5594.76,37.0169,236.7235392,46.986288,2014.0,Radial Velocity,,G
